,HCPCS_CODE,HCPCS_DESCRIPTION,HCPCS_ASC_EXCLUDED,HCPCS_ASC_EXCLUDED_DT,HCPCS_GROUP,HCPCS_GROUP_BEGIN_DT,HCPCS_GROUP_END_DT,ADDED_TO_FILE_DATE,LAST_EDIT_DATE,USER_ID
539,78452,Ht muscle image spect mult,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
540,78453,Ht muscle image planar sing,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
541,78454,Ht musc image planar mult,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
542,78456,Acute venous thrombus image,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
543,78457,Venous thrombosis imaging,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
544,78458,Ven thrombosis images bilat,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
545,78459,Myocrd img pet single study,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
546,78466,Heart infarct image,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
547,78468,Heart infarct image (ef),N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
548,78469,Heart infarct image (3d),N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
549,78472,Gated heart planar single,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
550,78473,Gated heart multiple,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
551,78481,Heart first pass single,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
552,78483,Heart first pass multiple,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
553,78491,Myocrd img pet 1std rst/strs,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
554,78492,Myocrd img pet mlt rst&strs,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
555,78494,Heart image spect,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
556,78496,Heart first pass add-on,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
557,78499,Cardiovascular nuclear exam,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
558,78579,Lung ventilation imaging,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
559,78580,Lung perfusion imaging,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
560,78582,Lung ventilat&perfus imaging,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
561,78597,Lung perfusion differential,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
562,78598,Lung perf&ventilat diferentl,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
563,78599,Respiratory nuclear exam,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
564,78600,Brain image < 4 views,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
565,78601,Brain image w/flow < 4 views,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
566,78605,Brain image 4+ views,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
567,78606,Brain image w/flow 4 + views,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
568,78608,Brain imaging (pet),N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
569,78610,Brain flow imaging only,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
570,78630,Cerebrospinal fluid scan,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
571,78635,Csf ventriculography,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
572,78645,Csf shunt evaluation,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
573,78650,Csf leakage imaging,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
574,78660,Nuclear exam of tear flow,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
575,78699,Nervous system nuclear exam,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
576,78700,Kidney imaging morphol,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
577,78701,Kidney imaging with flow,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
578,78707,K flow/funct image w/o drug,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
579,78708,K flow/funct image w/drug,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
580,78709,K flow/funct image multiple,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
581,78725,Kidney function study,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
582,78730,Urinary bladder retention,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
583,78740,Ureteral reflux study,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
584,78761,Testicular imaging w/flow,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
585,78799,Genitourinary nuclear exam,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
586,78800,Rp loclzj tum 1 area 1 d img,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
587,78801,Rp loclzj tum 2+area 1+d img,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
588,78802,Rp loclzj tum whbdy 1 d img,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
589,78803,Rp loclzj tum spect 1 area,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
590,78804,Rp loclzj tum whbdy 2+d img,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
591,78808,Iv inj ra drug dx study,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
592,78811,Pet image ltd area,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
593,78812,Pet image skull-thigh,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
594,78813,Pet image full body,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
595,78814,Pet image w/ct lmtd,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
596,78815,Pet image w/ct skull-thigh,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
597,78816,Pet image w/ct full body,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
598,78830,Rp loclzj tum spect w/ct 1,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
599,78831,Rp loclzj tum spect 2 areas,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
600,78832,Rp loclzj tum spect w/ct 2,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
601,78999,Nuclear diagnostic exam,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
602,79005,Nuclear rx oral admin,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
603,79101,Nuclear rx iv admin,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
604,79200,Nuclear rx intracav admin,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
605,79300,Nuclr rx interstit colloid,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
606,79403,Hematopoietic nuclear tx,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
607,79440,Nuclear rx intra-articular,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
608,79445,Nuclear rx intra-arterial,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
609,79999,Nuclear medicine therapy,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
610,90371,Hep b ig im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
611,90375,Rabies ig im/sc,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
612,90376,Rabies ig heat treated,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
613,90378,Rsv mab im 50mg,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
614,90396,Varicella-zoster ig im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
615,90476,Adenovirus vaccine type 4,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
616,90630,Flu vacc iiv4 no preserv id,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
617,90632,Hepa vaccine adult im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
618,90633,Hepa vacc ped/adol 2 dose im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
619,90634,Hepa vacc ped/adol 3 dose,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
620,90636,Hep a/hep b vacc adult im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
621,90647,Hib prp-omp vacc 3 dose im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
622,90648,Hib prp-t vaccine 4 dose im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
623,90653,Iiv adjuvant vaccine im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
624,90654,Flu vacc iiv3 no preserv id,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
625,90655,Iiv3 vacc no prsv 0.25 ml im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
626,90656,Iiv3 vacc no prsv 0.5 ml im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
627,90657,Iiv3 vaccine splt 0.25 ml im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
628,90660,Laiv3 vaccine intranasal,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
629,90661,Cciiv3 vac no prsv 0.5 ml im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
630,90662,Iiv no prsv increased ag im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
631,90670,Pcv13 vaccine im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
632,90672,Laiv4 vaccine intranasal,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
633,90673,Riv3 vaccine no preserv im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
634,90674,Cciiv4 vac no prsv 0.5 ml im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
635,90675,Rabies vaccine im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
636,90676,Rabies vaccine id,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
637,90680,Rv5 vacc 3 dose live oral,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
638,90682,Riv4 vacc recombinant dna im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
639,90685,Iiv4 vacc no prsv 0.25 ml im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
640,90686,Iiv4 vacc no prsv 0.5 ml im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
641,90687,Iiv4 vaccine splt 0.25 ml im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
642,90688,Iiv4 vaccine splt 0.5 ml im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
643,90689,Vacc iiv4 no prsrv 0.25ml im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
644,90690,Typhoid vaccine oral,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
645,90691,Typhoid vaccine im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
646,90696,Dtap-ipv vaccine 4-6 yrs im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
647,90698,Dtap-ipv/hib vaccine im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
648,90717,Yellow fever vaccine subq,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
649,90732,Ppsv23 vacc 2 yrs+ subq/im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
650,90740,Hepb vacc 3 dose immunsup im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
651,90743,Hepb vacc 2 dose adolesc im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
652,90744,Hepb vacc 3 dose ped/adol im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
653,90746,Hepb vaccine 3 dose adult im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
654,90747,Hepb vacc 4 dose immunsup im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
655,90749,Vaccine toxoid,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
656,90756,Cciiv4 vacc abx free im,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
657,91035,G-esoph reflx tst w/electrod,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
658,0331T,Heart symp image plnr,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
659,0332T,Heart symp image plnr spect,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
660,0394T,Hdr elctrnc skn surf brchytx,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
661,0395T,Hdr elctr ntrst/ntrcv brchtx,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
662,0422T,Tactile breast img uni/bi,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
663,0508T,Pls echo us b1 dns meas tib,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
664,0558T,Ct scan f/biomchn ct alys,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
665,0598T,Ncntc r-t fluor wnd img 1st,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
666,0599T,Ncntc r-t fluor wnd img ea,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
667,A9500,Tc99m sestamibi,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
668,A9501,Technetium tc-99m teboroxime,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
669,A9502,Tc99m tetrofosmin,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
670,A9503,Tc99m medronate,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
671,A9504,Tc99m apcitide,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
672,A9505,Tl201 thallium,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
673,A9507,In111 capromab,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
674,A9508,"I131 iodobenguate, dx",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
675,A9509,Iodine i-123 sod iodide mil,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
676,A9510,Tc99m disofenin,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
677,A9512,Tc99m pertechnetate,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
678,A9515,Choline c-11,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
679,A9516,Iodine i-123 sod iodide mic,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
680,A9520,Tc99 tilmanocept diag 0.5mci,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
681,A9521,Tc99m exametazime,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
682,A9524,"I131 serum albumin, dx",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
683,A9526,Nitrogen n-13 ammonia,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
684,A9527,Iodine i-125 sodium iodide,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
685,A9528,"Iodine i-131 iodide cap, dx",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
686,A9529,"I131 iodide sol, dx",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
687,A9531,I131 max 100uci,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
688,A9532,"I125 serum albumin, dx",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
689,A9536,Tc99m depreotide,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
690,A9537,Tc99m mebrofenin,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
691,A9538,Tc99m pyrophosphate,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
692,A9539,Tc99m pentetate,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
693,A9540,Tc99m maa,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
694,A9541,Tc99m sulfur colloid,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
695,A9542,"In111 ibritumomab, dx",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
696,A9546,Co57/58,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
697,A9547,In111 oxyquinoline,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
698,A9548,In111 pentetate,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
699,A9550,Tc99m gluceptate,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
700,A9551,Tc99m succimer,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
701,A9552,F18 fdg,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
702,A9553,Cr51 chromate,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
703,A9554,"I125 iothalamate, dx",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
704,A9555,Rb82 rubidium,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
705,A9556,Ga67 gallium,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
706,A9557,Tc99m bicisate,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
707,A9558,Xe133 xenon 10mci,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
708,A9559,Co57 cyano,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
709,A9560,Tc99m labeled rbc,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
710,A9561,Tc99m oxidronate,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
711,A9562,Tc99m mertiatide,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
712,A9566,Tc99m fanolesomab,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
713,A9567,Technetium tc-99m aerosol,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
714,A9568,Technetium tc99m arcitumomab,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
715,A9569,Technetium tc-99m auto wbc,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
716,A9570,Indium in-111 auto wbc,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
717,A9571,Indium in-111 auto platelet,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
718,A9572,Indium in-111 pentetreotide,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
719,A9575,Inj gadoterate meglumi 0.1ml,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
720,A9576,Inj prohance multipack,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
721,A9577,Inj multihance,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
722,A9578,Inj multihance multipack,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
723,A9579,"Gad-base mr contrast nos,1ml",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
724,A9580,Sodium fluoride f-18,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
725,A9581,Gadoxetate disodium inj,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
726,A9582,Iodine i-123 iobenguane,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
727,A9583,Gadofosveset trisodium inj,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
728,A9584,Iodine i-123 ioflupane,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
729,A9585,Gadobutrol injection,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
730,A9586,Florbetapir f18,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
731,A9587,Gallium ga-68,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
732,A9588,Fluciclovine f-18,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
733,A9590,Iodine i-131 iobenguane 1mci,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
734,A9597,"Pet, dx, for tumor id, noc",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
735,A9598,"Pet dx for non-tumor id, noc",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
736,A9698,Non-rad contrast materialnoc,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
737,A9700,Echocardiography contrast,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
738,C1713,"Anchor/screw bn/bn,tis/bn",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
739,C1714,"Cath, trans atherectomy, dir",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
740,C1715,Brachytherapy needle,N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
741,C1716,"Brachytx, non-str, gold-198",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
742,C1717,"Brachytx, non-str,hdr ir-192",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
743,C1719,"Brachytx, ns, non-hdrir-192",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
744,C1721,"Aicd, dual chamber",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
745,C1722,"Aicd, single chamber",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
746,C1724,"Cath, trans atherec,rotation",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
747,C1725,"Cath, translumin non-laser",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
748,C1726,"Cath, bal dil, non-vascular",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
749,C1727,"Cath, bal tis dis, non-vas",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
750,C1728,"Cath, brachytx seed adm",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
751,C1729,"Cath, drainage",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
752,C1730,"Cath, ep, 19 or few elect",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
753,C1731,"Cath, ep, 20 or more elec",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
754,C1732,"Cath, ep, diag/abl, 3d/vect",N,,Y,2020-01-01,2020-12-31,2020-10-15,2020-10-15,Raw asc data from CMS
